delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_time_hours,customer_id,promised_window_hours,pickup_zone,dropoff_zone,delay_flag,has_complaint,has_incident
DL00164,O00066,D045,V120,H03,2024-06-21 11:36:00,,OnTime,17.31,0,0,3.9,17.53,0.0,C0421,4,South,East,False,0.0,0.0
DL00165,O00852,D006,V022,H03,2025-07-13 18:06:00,2026-05-14 22:13:42,Delayed,8.64,0,1,4.55,2.5,7324.13,C0599,2,North,Riverside,True,0.0,0.0
DL00166,O00904,D091,V017,H04,2024-05-25 20:26:00,,Failed,24.07,0,0,2.08,13.51,0.0,C0618,4,Airport,Airport,False,0.0,0.0
DL00167,O00932,D116,V069,H08,2024-10-01 07:37:00,2026-05-14 14:50:06,Failed,19.44,0,0,2.56,13.3,14167.22,C0221,2,Airport,West,True,0.0,0.0
DL00168,O00126,D100,V066,H01,2024-05-26 09:29:00,,Delayed,30.51,2,0,4.3,18.34,0.0,C0146,12,Airport,South,False,1.0,0.0
DL00169,O00996,D037,V115,H07,2025-04-26 07:29:00,,OnTime,10.5,2,0,4.08,10.38,0.0,C0238,4,Central,East,False,0.0,1.0
DL00170,O00363,D020,V093,H04,2025-06-04 03:57:00,,OnTime,10.59,0,0,4.07,10.74,0.0,C0230,4,Riverside,South,False,0.0,1.0
DL00171,O01055,D096,V085,H07,2025-08-13 19:47:00,,OnTime,23.42,1,0,4.35,13.6,0.0,C0621,6,North,South,False,0.0,0.0
DL00172,O00127,D132,V106,H06,2025-11-08 04:29:00,,Delayed,13.58,2,1,4.36,11.2,0.0,C0572,2,East,North,False,0.0,0.0
DL00173,O00459,D131,V026,H08,2025-11-28 08:52:00,2026-05-14 17:47:18,Delayed,15.37,0,0,3.88,6.1,4016.92,C0478,24,South,South,True,0.0,0.0
DL00174,O00162,D020,V066,H07,2025-12-14 04:21:00,,OnTime,9.9,2,0,4.18,9.86,0.0,C0476,12,South,Ctr,False,0.0,0.0
DL00175,O00583,D036,V118,H03,2025-04-17 21:40:00,,OnTime,15.62,1,0,3.93,9.26,0.0,C0469,6,South,Riverside,False,0.0,1.0
DL00176,O01200,D061,V116,H05,2024-02-23 08:31:00,2026-05-14 20:44:18,OnTime,16.02,0,0,4.36,16.67,19476.22,C0433,6,Riverside,Riverside,True,0.0,0.0
DL00177,O00164,D123,V045,H01,2024-03-23 14:11:00,,OnTime,8.31,0,0,4.85,9.58,0.0,C0622,24,South,Ctr,False,0.0,0.0
DL00178,O01166,D024,V052,H05,2025-09-22 12:46:00,2026-05-14 06:17:36,Failed,13.01,2,1,3.36,6.79,5609.53,C0053,4,West,North,True,0.0,0.0
DL00179,O00493,D016,V094,H08,2024-05-20 04:07:00,,Delayed,9.15,1,0,2.32,12.14,0.0,C0370,6,East,North,False,0.0,0.0
DL00180,O00137,D135,V054,H08,2025-03-14 19:37:00,2026-05-14 15:52:54,OnTime,19.65,0,0,4.25,14.94,10220.26,C0295,12,East,South,True,0.0,0.0
DL00181,O00450,D073,V014,H02,2024-08-25 23:47:00,,OnTime,12.74,1,0,5.0,14.37,0.0,C0527,2,Riverside,Riverside,False,0.0,1.0
DL00182,O00096,D071,V102,H04,2024-07-13 18:06:00,,OnTime,7.62,0,0,4.64,14.41,0.0,C0441,2,North,West,False,0.0,0.0
DL00183,O00808,D049,V065,H05,2024-09-06 07:26:00,2026-05-14 08:53:42,OnTime,15.14,0,0,4.23,13.23,14761.46,C0598,4,Riverside,West,True,0.0,0.0
DL00184,O01005,D023,V096,H07,2025-05-01 19:42:00,,Failed,13.78,0,0,2.96,13.86,0.0,C0104,12,Riverside,South,False,1.0,0.0
DL00185,O01217,D008,V065,H01,2024-01-26 00:13:00,,OnTime,15.39,3,0,4.76,13.61,0.0,C0263,12,Central,South,False,0.0,0.0
DL00186,O00798,D006,V081,H06,2024-01-14 04:23:00,2026-05-14 07:14:48,OnTime,14.26,1,0,4.91,4.79,20426.86,C0547,4,South,North,True,0.0,1.0
DL00187,O00439,D111,V069,H05,2024-03-05 22:08:00,2026-05-14 17:27:54,Failed,17.61,1,0,1.53,16.92,19195.33,C0577,1,North,Ctr,True,0.0,1.0
DL00188,O00739,D008,V075,H08,2025-04-13 23:14:00,2026-05-14 05:27:24,OnTime,5.37,0,0,5.0,5.73,9486.22,C0144,12,South,North,True,0.0,0.0
DL00189,O01227,D011,V118,H06,2024-11-05 11:52:00,2026-05-14 23:23:06,Failed,14.51,1,0,2.43,12.83,13331.52,C0282,2,Ctr,North,True,1.0,1.0
DL00190,O00875,D039,V003,H07,2025-10-31 23:21:00,,OnTime,2.25,0,0,4.79,7.74,0.0,C0027,12,North,East,False,0.0,1.0
DL00191,O00755,D161,V006,H08,2025-08-21 05:02:00,2026-05-14 04:57:12,OnTime,13.55,0,0,3.48,21.6,6383.92,C0014,6,South,South,True,0.0,0.0
DL00192,O00118,D095,V112,H04,2025-08-18 22:16:00,2026-05-14 23:10:36,OnTime,14.13,0,0,4.64,16.49,6456.91,C0087,6,South,South,True,0.0,1.0
DL00193,O00032,D017,V013,H08,2025-09-16 00:28:00,,OnTime,14.01,4,0,3.54,9.08,0.0,C0297,1,Central,East,False,0.0,0.0
DL00194,O00422,D053,V110,H01,2025-08-07 09:57:00,,Delayed,8.77,2,0,2.58,9.97,0.0,C0034,6,Central,West,False,0.0,1.0
DL00195,O00462,D162,V028,H06,2025-03-03 20:56:00,,Delayed,13.0,1,0,1.04,10.71,0.0,C0381,6,Riverside,East,False,0.0,0.0
DL00196,O00469,D111,V009,H08,2024-09-19 00:27:00,,OnTime,13.83,1,0,3.85,12.41,0.0,C0186,4,East,East,False,0.0,0.0
DL00197,O00478,D163,V053,H02,2025-04-21 00:07:00,2026-05-14 03:50:54,OnTime,11.17,0,0,5.0,2.84,9315.73,C0521,2,West,South,True,0.0,0.0
DL00198,O00465,D156,V111,H04,2024-12-08 07:33:00,,Delayed,8.01,0,0,3.38,10.98,0.0,C0149,2,East,North,False,0.0,1.0
DL00199,O00821,D086,V088,H05,2025-01-25 03:15:00,,OnTime,24.31,1,0,4.36,18.49,0.0,C0266,6,Central,South,False,0.0,0.0
DL00200,O00406,D160,V106,H06,2025-01-05 13:23:00,2026-05-14 10:14:48,OnTime,31.46,2,0,4.38,16.38,11852.86,C0631,2,Airport,Riverside,True,1.0,0.0
DL00201,O00008,D036,V041,H03,2024-04-03 20:22:00,,OnTime,14.08,0,0,5.0,12.87,0.0,C0157,4,Riverside,Riverside,False,1.0,0.0
DL00202,O01057,D028,V054,H06,2025-03-23 12:38:00,2026-05-14 02:58:36,Delayed,19.31,2,0,3.67,17.41,9998.34,C0579,4,Airport,North,True,0.0,0.0
DL00203,O00901,D107,V086,H08,2025-12-08 09:18:00,,Delayed,9.36,2,0,4.52,7.69,0.0,C0222,2,Central,Airport,False,0.0,0.0
DL00204,O00025,D108,V062,H08,2025-01-10 22:15:00,2026-05-14 19:27:42,OnTime,11.32,1,0,4.64,15.67,11733.21,C0297,6,North,Riverside,True,0.0,0.0
DL00205,O00375,D039,V024,H03,2024-09-17 23:26:00,2026-05-14 13:34:24,OnTime,7.16,3,0,4.17,12.58,14486.14,C0012,4,Central,East,True,0.0,1.0
DL00206,O00634,D045,V107,H02,2024-07-07 14:19:00,,OnTime,17.47,1,0,4.49,15.56,0.0,C0536,4,East,South,False,0.0,0.0
DL00207,O01035,D121,V114,H04,2024-03-17 00:24:00,,OnTime,18.52,1,0,4.4,11.28,0.0,C0508,6,East,Riverside,False,0.0,1.0
DL00208,O00964,D087,V018,H01,2024-04-13 03:27:00,,Failed,21.73,0,1,3.09,13.36,0.0,C0247,2,Central,South,False,0.0,1.0
DL00209,O01154,D057,V107,H06,2024-09-05 16:29:00,,OnTime,11.22,1,0,4.31,13.88,0.0,C0588,12,South,South,False,0.0,0.0
DL00210,O01191,D142,V016,H02,2024-02-19 19:24:00,,Delayed,16.24,3,0,3.43,13.43,0.0,C0258,2,East,North,False,0.0,0.0
DL00211,O01017,D102,V006,H08,2025-12-30 15:47:00,2026-05-14 01:17:24,OnTime,12.39,1,0,4.57,13.18,3225.51,C0201,6,Central,West,True,0.0,0.0
DL00212,O01105,D142,V041,H01,2025-06-18 18:46:00,2026-05-14 15:30:12,Delayed,13.85,1,1,4.29,11.45,7916.74,C0239,12,East,West,True,0.0,0.0
DL00213,O00807,D025,V073,H02,2025-10-16 07:59:00,2026-05-14 10:20:12,OnTime,8.57,0,0,4.33,10.42,5042.35,C0162,4,South,Riverside,True,0.0,1.0
DL00214,O00552,D096,V010,H04,2025-11-09 03:20:00,,OnTime,6.09,0,0,3.02,7.3,0.0,C0341,4,Riverside,South,False,0.0,0.0
DL00215,O01042,D100,V102,H06,2024-08-26 13:15:00,2026-05-14 07:20:06,Delayed,22.0,1,0,4.79,19.64,15018.08,C0571,12,Airport,East,True,0.0,0.0
DL00216,O00167,D146,V019,H07,2024-04-27 21:19:00,,OnTime,30.01,0,0,3.37,18.54,0.0,C0325,24,East,East,False,1.0,0.0
DL00217,O01194,D020,V030,H01,2024-08-08 01:50:00,2026-05-14 09:07:12,OnTime,22.61,1,0,4.41,12.17,15463.29,C0229,2,South,Airport,True,0.0,0.0
DL00218,O00136,D149,V010,H03,2024-11-27 17:12:00,,Delayed,3.51,1,0,3.27,4.15,0.0,C0413,1,North,South,False,0.0,0.0
DL00219,O00513,D087,V118,H07,2024-08-07 05:33:00,2026-05-14 00:38:36,OnTime,14.41,1,0,4.59,12.65,15475.09,C0202,4,West,South,True,0.0,1.0
DL00220,O00859,D079,V107,H08,2024-03-21 03:17:00,,OnTime,33.71,4,0,5.0,13.79,0.0,C0476,6,Airport,Ctr,False,0.0,0.0
DL00221,O00594,D151,V092,H02,2024-03-11 21:43:00,,OnTime,12.09,3,0,3.25,11.03,0.0,C0116,4,Central,East,False,1.0,1.0
DL00222,O01010,D121,V045,H06,2024-05-18 21:01:00,,OnTime,9.72,0,0,5.0,8.53,0.0,C0018,6,West,South,False,0.0,0.0
DL00223,O00740,D155,V085,H08,2024-05-22 15:11:00,,Delayed,12.99,0,0,3.19,12.3,0.0,C0151,4,East,East,False,0.0,0.0
DL00224,O00960,D034,V040,H07,2025-01-20 03:14:00,,OnTime,11.88,0,0,3.79,14.2,0.0,C0554,1,Riverside,North,False,0.0,1.0
DL00225,O00056,D150,V044,H05,2025-10-05 20:44:00,,OnTime,6.21,2,0,3.98,14.94,0.0,C0271,4,South,Central,False,1.0,1.0
DL00226,O00823,D119,V030,H06,2025-02-05 21:33:00,,Delayed,9.28,0,0,2.17,10.29,0.0,C0264,12,East,North,False,0.0,0.0
DL00227,O01138,D083,V114,H04,2024-02-08 18:51:00,,OnTime,16.490000000000002,2,0,4.65,13.68,0.0,C0409,2,Airport,South,False,0.0,0.0
DL00228,O01094,D052,V085,H04,2024-08-22 11:22:00,,OnTime,6.68,2,0,4.05,11.59,0.0,C0204,2,East,Riverside,False,0.0,0.0
DL00229,O00518,D050,V036,H02,2025-12-11 02:26:00,,OnTime,14.89,0,0,3.97,13.89,0.0,C0112,12,North,East,False,0.0,0.0
DL00230,O00303,D055,V037,H06,2025-07-22 05:41:00,,Failed,14.85,1,0,2.34,13.21,0.0,C0514,4,Central,South,False,0.0,0.0
DL00231,O00670,D014,V046,H05,2024-03-27 23:40:00,,OnTime,13.07,0,0,4.72,3.86,0.0,C0305,4,South,West,False,0.0,1.0
DL00232,O00397,D050,V101,H06,2025-06-18 19:47:00,2026-05-14 18:18:12,OnTime,29.8,1,0,3.71,14.58,7918.52,C0417,12,Airport,South,True,0.0,0.0
DL00233,O01173,D094,V020,H04,2024-02-08 11:24:00,,OnTime,5.36,0,0,4.5,11.41,0.0,C0194,6,North,Airport,False,0.0,0.0
DL00234,O00340,D056,V028,H01,2025-02-10 03:37:00,2026-05-14 18:46:00,OnTime,13.52,1,0,2.88,6.77,11007.15,C0127,2,Ctr,Airport,True,0.0,0.0
DL00235,O00507,D022,V109,H05,2025-12-13 06:42:00,2026-05-14 05:08:06,Failed,18.87,0,0,3.68,19.15,3646.44,C0484,4,South,West,True,0.0,0.0
DL00236,O00013,D163,V009,H07,2024-03-29 22:48:00,,OnTime,20.12,2,0,3.74,17.02,0.0,C0234,24,Airport,Central,False,1.0,0.0
DL00237,O00082,D135,V099,H06,2024-07-30 05:49:00,2026-05-14 01:15:48,OnTime,12.83,1,0,3.62,20.26,15667.45,C0531,12,Central,West,True,1.0,0.0
DL00238,O00979,D146,V077,H04,2025-01-08 05:27:00,,OnTime,14.2,2,0,4.02,13.01,0.0,C0257,12,North,West,False,0.0,0.0
DL00239,O00052,D019,V010,H06,2024-08-14 09:02:00,2026-05-14 09:18:00,Delayed,13.6,1,0,3.72,16.0,15312.27,C0150,12,North,Riverside,True,0.0,1.0
DL00240,O01169,D131,V070,H06,2025-11-06 15:56:00,2026-05-14 10:49:18,Failed,38.25,1,0,3.34,21.21,4530.89,C0158,4,Airport,East,True,0.0,0.0
DL00241,O00187,D155,V084,H07,2024-12-30 18:28:00,,OnTime,10.78,0,0,5.0,15.96,0.0,C0070,12,South,East,False,0.0,0.0
DL00242,O00119,D137,V108,H07,2024-05-25 22:51:00,2026-05-14 01:37:48,Delayed,4.26,2,0,1.93,17.11,17234.78,C0229,4,North,North,True,0.0,0.0
DL00243,O00544,D099,V079,H04,2024-06-14 20:33:00,2026-05-14 11:53:42,OnTime,14.39,1,0,4.52,10.27,16767.34,C0212,24,Central,West,True,1.0,0.0
DL00244,O00610,D024,V077,H03,2024-07-21 19:36:00,,OnTime,6.55,0,0,4.87,10.1,0.0,C0635,24,South,Riverside,False,0.0,0.0
DL00245,O01206,D047,V061,H01,2024-11-16 00:30:00,,OnTime,16.57,1,0,4.28,17.58,0.0,C0236,4,Central,Riverside,False,0.0,0.0
DL00246,O00603,D016,V061,H05,2024-02-25 01:31:00,,OnTime,20.51,0,0,4.05,12.98,0.0,C0351,24,West,Riverside,False,1.0,0.0
DL00247,O00881,D056,V100,H08,2024-12-31 12:39:00,2026-05-14 10:16:48,OnTime,11.09,0,0,4.04,5.77,11973.63,C0545,6,Riverside,South,True,0.0,1.0
DL00248,O00799,D099,V047,H02,2025-08-22 18:02:00,,OnTime,7.06,1,0,5.0,13.65,0.0,C0289,24,East,South,False,0.0,1.0
DL00249,O00770,D139,V107,H06,2024-07-20 09:45:00,,Delayed,15.28,0,1,3.02,15.91,0.0,C0096,2,South,West,False,0.0,0.0
DL00250,O00977,D092,V067,H03,2024-08-27 17:43:00,,OnTime,6.39,0,0,4.03,7.45,0.0,C0235,4,West,West,False,0.0,1.0
DL00251,O00122,D005,V030,H06,2024-02-10 16:00:00,,Failed,14.27,0,0,3.89,16.33,0.0,C0597,1,Riverside,North,False,0.0,0.0
DL00252,O00713,D109,V001,H05,2024-07-10 01:06:00,2026-05-14 10:04:30,OnTime,11.34,0,0,4.06,10.82,16160.98,C0316,6,South,North,True,0.0,0.0
DL00253,O00325,D126,V033,H08,2024-09-30 05:43:00,2026-05-14 09:22:36,OnTime,5.12,1,0,4.24,9.16,14187.66,C0259,2,North,South,True,0.0,1.0
DL00254,O00933,D053,V084,H05,2024-12-29 13:26:00,2026-05-14 18:06:54,OnTime,11.34,1,0,4.09,12.33,12028.68,C0534,6,South,Airport,True,0.0,1.0
DL00255,O00908,D154,V032,H06,2025-07-02 02:14:00,,Delayed,28.05,3,0,3.35,18.76,0.0,C0167,6,Airport,East,False,0.0,0.0
DL00256,O00389,D105,V088,H01,2025-01-22 12:35:00,,Delayed,8.17,1,0,3.16,14.91,0.0,C0361,4,Central,Riverside,False,0.0,1.0
DL00257,O00103,D034,V038,H02,2024-01-26 14:25:00,,Delayed,15.88,1,0,3.54,14.05,0.0,C0456,12,South,West,False,0.0,0.0
DL00258,O01230,D003,V093,H02,2024-05-26 21:11:00,,Delayed,15.09,2,0,3.74,8.22,0.0,C0564,1,Central,North,False,0.0,0.0
DL00259,O00266,D120,V096,H06,2024-10-04 19:45:00,2026-05-14 21:38:18,Delayed,16.86,1,0,1.0,19.95,14089.89,C0345,2,Ctr,North,True,0.0,0.0
DL00260,O00152,D001,V114,H04,2024-09-03 19:25:00,,OnTime,21.6,0,0,3.32,17.16,0.0,C0239,24,East,North,False,0.0,0.0
DL00261,O00445,D051,V079,H02,2025-04-19 01:20:00,,Failed,10.73,1,1,3.18,9.58,0.0,C0054,2,South,Riverside,False,1.0,0.0
DL00262,O00762,D134,V038,H08,2025-04-09 22:31:00,,OnTime,5.51,0,0,4.14,10.11,0.0,C0118,4,East,South,False,0.0,1.0
DL00263,O01006,D048,V098,H01,2025-12-29 14:58:00,,Delayed,15.66,1,0,2.55,9.31,0.0,C0112,12,Central,East,False,0.0,0.0
DL00264,O00802,D073,V067,H08,2024-02-14 07:30:00,2026-05-14 17:05:42,OnTime,11.61,0,0,4.33,11.38,19689.6,C0187,24,West,West,True,0.0,0.0
DL00265,O00253,D119,V054,H03,2024-06-28 11:02:00,,OnTime,14.43,0,0,4.54,15.01,0.0,C0543,4,Ctr,West,False,0.0,1.0
DL00266,O01041,D154,V058,H06,2024-07-03 16:53:00,,OnTime,9.09,0,0,4.73,15.87,0.0,C0551,4,South,West,False,0.0,0.0
DL00267,O00665,D090,V015,H08,2024-02-17 14:27:00,2026-05-14 12:15:30,OnTime,7.98,1,0,4.96,8.83,19605.81,C0522,4,West,Central,True,0.0,0.0
DL00268,O00030,D008,V056,H02,2025-10-05 03:47:00,,OnTime,8.7,1,0,3.88,15.46,0.0,C0406,12,North,East,False,0.0,0.0
DL00269,O00131,D085,V052,H06,2024-06-29 23:38:00,2026-05-14 09:10:18,Delayed,16.05,1,0,1.96,13.91,16401.54,C0478,24,East,West,True,0.0,0.0
DL00270,O00764,D104,V023,H08,2024-07-14 11:50:00,2026-05-14 05:57:24,Failed,5.37,1,0,4.29,12.93,16050.12,C0452,2,North,West,True,0.0,0.0
DL00271,O00193,D036,V017,H06,2024-01-22 16:51:00,,Delayed,9.24,2,0,4.25,2.78,0.0,C0114,4,East,Ctr,False,0.0,0.0
DL00272,O00494,D132,V028,H05,2025-09-02 15:53:00,,OnTime,21.67,1,0,4.27,20.58,0.0,C0304,1,East,Airport,False,0.0,1.0
DL00273,O00492,D071,V049,H01,2025-10-16 03:34:00,,OnTime,9.75,0,0,2.95,14.1,0.0,C0243,6,West,South,False,0.0,1.0
DL00274,O01198,D080,V080,H02,2025-01-13 05:25:00,,OnTime,9.06,0,0,4.14,6.22,0.0,C0013,6,North,East,False,0.0,1.0
DL00275,O00697,D002,V012,H07,2025-02-09 18:46:00,,OnTime,1.96,0,0,4.25,8.32,0.0,C0454,6,East,West,False,0.0,1.0
DL00276,O00531,D119,V014,H02,2025-04-26 10:59:00,,OnTime,30.31,2,0,4.17,18.74,0.0,C0013,24,Airport,Airport,False,1.0,0.0
DL00277,O00942,D104,V117,H04,2025-01-09 09:51:00,,OnTime,7.7,2,0,4.03,12.17,0.0,C0291,12,Ctr,Riverside,False,0.0,0.0
DL00278,O00203,D135,V070,H07,2024-07-05 21:38:00,2026-05-14 21:54:24,Failed,3.93,2,0,3.49,3.82,16272.27,C0336,6,Central,Airport,True,0.0,0.0
DL00279,O00201,D032,V111,H01,2025-05-13 17:15:00,,OnTime,11.65,2,0,4.15,8.01,0.0,C0486,4,North,South,False,0.0,0.0
DL00280,O00535,D037,V010,H03,2024-12-18 08:55:00,,OnTime,13.44,1,0,4.63,15.09,0.0,C0093,6,Riverside,Riverside,False,0.0,0.0
DL00281,O00801,D123,V046,H02,2024-03-29 16:47:00,,OnTime,24.03,1,0,4.79,22.2,0.0,C0138,6,South,North,False,1.0,0.0
DL00282,O01232,D045,V114,H03,2024-01-18 22:52:00,,OnTime,14.86,1,0,3.5,16.26,0.0,C0189,6,West,East,False,1.0,0.0
DL00283,O01212,D142,V068,H08,2024-08-01 12:31:00,,OnTime,18.32,2,0,3.76,18.79,0.0,C0262,2,West,South,False,0.0,0.0
DL00284,O00999,D089,V075,H03,2024-06-30 12:34:00,,OnTime,2.53,0,0,3.73,4.03,0.0,C0613,24,Riverside,South,False,1.0,0.0
DL00285,O00442,D001,V097,H07,2025-06-22 14:54:00,,OnTime,9.22,0,0,4.95,8.62,0.0,C0080,4,Ctr,West,False,0.0,1.0
DL00286,O00059,D038,V047,H05,2025-11-20 19:24:00,,Delayed,13.74,0,1,3.32,7.06,0.0,C0640,2,Central,Airport,False,0.0,0.0
DL00287,O00352,D138,V099,H01,2024-05-19 17:01:00,,OnTime,36.08,2,0,4.24,24.5,0.0,C0097,4,Airport,North,False,0.0,0.0
DL00288,O00636,D004,V064,H03,2024-06-20 10:05:00,2026-05-14 12:47:24,Delayed,14.61,0,0,1.0,15.39,16634.71,C0208,4,West,North,True,1.0,1.0
DL00289,O00233,D027,V095,H01,2024-12-24 20:17:00,2026-05-14 09:00:00,OnTime,13.45,3,0,4.34,9.29,12132.72,C0252,1,Riverside,South,True,0.0,0.0
DL00290,O00524,D035,V083,H03,2025-06-20 16:54:00,2026-05-14 14:45:30,OnTime,30.93,0,0,5.0,19.1,7869.86,C0052,4,Airport,Riverside,True,0.0,0.0
DL00291,O00485,D100,V068,H04,2024-11-27 02:51:00,,OnTime,17.86,1,0,3.97,19.28,0.0,C0168,1,North,Ctr,False,1.0,1.0
DL00292,O00811,D149,V103,H01,2024-05-09 08:13:00,,OnTime,15.21,1,0,4.41,18.9,0.0,C0267,6,North,Riverside,False,0.0,0.0
DL00293,O00888,D098,V104,H07,2024-06-13 07:40:00,,OnTime,16.53,1,0,3.97,12.62,0.0,C0254,2,Riverside,Riverside,False,0.0,0.0
DL00294,O00443,D093,V100,H08,2025-10-20 02:48:00,,OnTime,12.21,0,0,4.39,15.82,0.0,C0378,12,North,Riverside,False,1.0,1.0
DL00295,O01101,D131,V087,H07,2024-01-14 09:50:00,2026-05-14 16:20:06,OnTime,20.39,2,0,5.0,18.38,20430.5,C0023,6,Riverside,North,True,1.0,0.0
DL00296,O01064,D062,V044,H03,2025-12-22 19:59:00,2026-05-14 18:27:24,Delayed,16.44,2,0,4.7,11.33,3430.47,C0095,12,Central,Airport,True,1.0,0.0
DL00297,O01109,D107,V018,H01,2025-12-08 15:52:00,,OnTime,33.69,1,0,3.55,22.27,0.0,C0598,2,Airport,Riverside,False,0.0,0.0
DL00298,O01051,D111,V109,H05,2025-06-06 07:00:00,2026-05-14 06:57:24,Delayed,11.95,0,0,3.03,8.36,8207.96,C0288,4,Central,Airport,True,0.0,0.0
DL00299,O01061,D121,V088,H07,2024-04-29 22:39:00,,OnTime,15.83,3,0,4.49,12.5,0.0,C0535,2,Central,West,False,0.0,1.0
DL00300,O00222,D039,V056,H05,2024-09-25 13:54:00,,OnTime,10.01,1,0,3.41,14.32,0.0,C0266,4,Riverside,West,False,0.0,1.0
DL00301,O01152,D165,V009,H04,2025-03-13 00:37:00,,OnTime,9.27,0,0,5.0,9.21,0.0,C0247,24,Riverside,West,False,0.0,0.0
DL00302,O01208,D117,V008,H06,2024-04-18 21:38:00,,OnTime,14.89,0,0,3.6,10.25,0.0,C0098,12,Riverside,South,False,0.0,0.0
DL00303,O00813,D143,V005,H06,2025-10-14 00:12:00,2026-05-14 00:10:36,OnTime,10.29,1,0,5.0,18.54,5087.98,C0642,4,North,North,True,0.0,0.0
DL00304,O00433,D036,V024,H08,2024-10-29 16:23:00,,Failed,11.81,0,1,2.83,10.31,0.0,C0633,12,Ctr,Central,False,0.0,0.0
DL00305,O00584,D028,V045,H06,2024-07-06 01:06:00,,OnTime,27.25,0,0,3.81,15.04,0.0,C0377,6,Airport,West,False,0.0,0.0
DL00306,O01168,D136,V099,H07,2024-12-15 22:14:00,,Delayed,34.53,4,1,2.96,19.47,0.0,C0575,12,Airport,Central,False,1.0,1.0
DL00307,O00699,D089,V021,H03,2024-09-22 15:57:00,2026-05-14 06:05:18,OnTime,11.84,1,0,3.9,12.44,14366.14,C0310,12,South,Riverside,True,0.0,1.0
DL00308,O00495,D146,V046,H01,2024-01-16 01:13:00,,OnTime,8.6,0,0,3.55,10.89,0.0,C0590,6,East,South,False,0.0,1.0
DL00309,O00783,D164,V089,H02,2024-06-28 23:56:00,2026-05-14 09:24:06,OnTime,10.02,0,0,3.2,6.99,16425.47,C0507,4,North,East,True,0.0,1.0
DL00310,O00285,D149,V077,H08,2025-01-05 13:48:00,,OnTime,9.55,2,0,4.67,12.27,0.0,C0180,4,North,North,False,1.0,0.0
DL00311,O00797,D086,V077,H05,2025-03-23 04:36:00,2026-05-14 18:19:36,OnTime,8.21,2,0,5.0,10.01,10021.73,C0231,4,Riverside,Riverside,True,1.0,0.0
DL00312,O00204,D142,V043,H03,2025-10-22 23:06:00,,Failed,31.38,0,0,4.79,14.35,0.0,C0355,12,Airport,West,False,0.0,0.0
DL00313,O00601,D136,V005,H08,2025-05-23 04:56:00,2026-05-14 22:17:36,OnTime,17.43,2,0,3.9,12.77,8561.36,C0335,6,North,South,True,1.0,0.0
DL00314,O00499,D078,V092,H08,2024-06-11 07:00:00,2026-05-14 11:44:00,OnTime,5.63,2,0,4.16,6.47,16852.73,C0198,4,East,Central,True,0.0,0.0
DL00315,O01107,D082,V041,H04,2024-01-25 08:28:00,,Delayed,37.41,2,0,4.22,17.73,0.0,C0182,12,Airport,Central,False,1.0,0.0
DL00316,O00081,D108,V095,H08,2025-04-17 15:01:00,,Failed,7.85,1,0,4.11,9.08,0.0,C0004,6,West,Airport,False,1.0,0.0
DL00317,O00711,D105,V106,H06,2024-12-15 15:16:00,,OnTime,13.76,1,0,4.67,13.99,0.0,C0412,2,South,South,False,1.0,1.0
DL00318,O00281,D054,V041,H03,2024-12-03 07:14:00,2026-05-14 03:19:48,OnTime,26.53,3,0,4.48,16.02,12644.1,C0437,4,Airport,North,True,0.0,0.0
DL00319,O00937,D153,V103,H04,2024-04-24 08:08:00,2026-05-14 22:25:36,Failed,1.2,0,0,2.72,10.96,18014.29,C0549,4,Riverside,South,True,0.0,0.0
DL00320,O01030,D059,V006,H08,2025-08-29 10:29:00,,OnTime,5.12,1,0,5.0,10.77,0.0,C0279,6,Ctr,West,False,1.0,0.0
DL00321,O00438,D119,V052,H03,2025-12-29 18:51:00,,OnTime,8.71,3,0,4.26,14.34,0.0,C0491,4,North,West,False,1.0,0.0
DL00322,O01025,D023,V030,H04,2024-04-29 16:53:00,2026-05-14 03:31:24,Delayed,11.02,1,0,5.0,13.23,17866.64,C0390,6,West,North,True,0.0,0.0
DL00323,O00666,D011,V107,H04,2025-08-26 20:36:00,,OnTime,24.58,3,0,4.21,18.25,0.0,C0001,24,Airport,Central,False,1.0,0.0
DL00324,O00455,D042,V059,H07,2024-08-14 04:59:00,2026-05-14 11:51:18,Failed,21.07,1,0,3.21,12.52,15318.87,C0178,6,Airport,Airport,True,1.0,1.0
DL00325,O00582,D108,V001,H08,2024-11-06 12:05:00,,OnTime,14.87,0,0,5.0,14.0,0.0,C0275,2,South,Central,False,0.0,1.0
DL00326,O00500,D137,V103,H07,2024-07-30 17:04:00,2026-05-14 16:59:18,OnTime,17.24,0,0,4.02,17.18,15671.92,C0131,12,North,West,True,0.0,0.0
DL00327,O00418,D102,V023,H04,2025-11-07 07:55:00,,OnTime,9.17,0,0,4.78,9.88,0.0,C0467,12,Riverside,South,False,0.0,0.0
DL00328,O00060,D009,V072,H02,2024-05-10 18:12:00,2026-05-14 00:21:00,OnTime,4.02,1,0,3.26,8.95,17598.15,C0258,6,North,East,True,0.0,0.0
DL00329,O00805,D100,V047,H08,2025-10-01 20:47:00,,OnTime,1.62,0,0,4.03,11.74,0.0,C0426,6,North,Central,False,0.0,1.0
